circlename,regionname,divisionname,officename,pincode,officetype,delivery,district,statename,latitude,longitude
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Mau BO,227409,BO,Delivery,Amethi,UTTAR PRADESH,25.949638,83.558645
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Misrauli BO,228119,BO,Delivery,SULTANPUR,UTTAR PRADESH,26.77,81.1
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Pashchim Duara BO,227412,BO,Delivery,Amethi,UTTAR PRADESH,26.214561,81.82107
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Jarai Kalan BO,227815,BO,Delivery,SULTANPUR,UTTAR PRADESH,26.5121,81.782084
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Bandhua Kalan BO,227808,BO,Delivery,SULTANPUR,UTTAR PRADESH,26.262383,81.994744
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Saresar BO,227809,BO,Delivery,Amethi,UTTAR PRADESH,26.433797,81.584319
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Purushottampur BO,228141,BO,Delivery,SULTANPUR,UTTAR PRADESH,26.284934,82.24339
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Seotari BO,228141,BO,Delivery,SULTANPUR,UTTAR PRADESH,26.284934,82.24339
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Musatafabad Saraiya BO,228145,BO,Delivery,SULTANPUR,UTTAR PRADESH,26.166976,82.369599
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Malhipur BO,222301,BO,Delivery,SULTANPUR,UTTAR PRADESH,26.0297,82.2341798
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Sonawan BO,222301,BO,Delivery,SULTANPUR,UTTAR PRADESH,26.058041,82.358948
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Bariauna BO,228151,BO,Delivery,SULTANPUR,UTTAR PRADESH,26.412827,82.121507
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Chakchurawanpur BO,228151,BO,Delivery,SULTANPUR,UTTAR PRADESH,26.41205,82.124305
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Guptarganj BO,228151,BO,Delivery,SULTANPUR,UTTAR PRADESH,26.412827,82.121507
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Jura Patti BO,228151,BO,Delivery,SULTANPUR,UTTAR PRADESH,26.407292,82.091722
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Bansi BO,228155,BO,Delivery,SULTANPUR,UTTAR PRADESH,26.154054,81.814238
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Ferozpur Kala BO,228155,BO,Delivery,SULTANPUR,UTTAR PRADESH,26.3451,81.978026
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Rupapur BO,228155,BO,Delivery,SULTANPUR,UTTAR PRADESH,26.191281,82.638891
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Tirchhe BO,228155,BO,Delivery,SULTANPUR,UTTAR PRADESH,26.345101,81.978026
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Budhapur BO,222302,BO,Delivery,SULTANPUR,UTTAR PRADESH,26.149533,82.222333
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Hardaspur BO,222302,BO,Delivery,SULTANPUR,UTTAR PRADESH,26.140271,82.227089
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Mahdeva BO,222302,BO,Delivery,SULTANPUR,UTTAR PRADESH,26.140271,82.227089
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Maksudan BO,222302,BO,Delivery,SULTANPUR,UTTAR PRADESH,26.140271,82.227089
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Misirpur BO,222302,BO,Delivery,SULTANPUR,UTTAR PRADESH,26.206817,82.101985
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Narharpur BO,222302,BO,Delivery,SULTANPUR,UTTAR PRADESH,26.121334,82.256972
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Rikhpur BO,222302,BO,Delivery,SULTANPUR,UTTAR PRADESH,26.144356,82.303131
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Waini BO,222302,BO,Delivery,SULTANPUR,UTTAR PRADESH,26.151197,82.184959
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Kothara Khurd BO,222303,BO,Delivery,SULTANPUR,UTTAR PRADESH,23.134048,68.934585
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Rampur BO,222303,BO,Delivery,SULTANPUR,UTTAR PRADESH,28.789304,79.024952
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Sadarpur BO,222303,BO,Delivery,SULTANPUR,UTTAR PRADESH,28.809956,79.759614
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Safipur BO,222303,BO,Delivery,SULTANPUR,UTTAR PRADESH,26.264776,82.072706
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Chorma BO,228142,BO,Delivery,SULTANPUR,UTTAR PRADESH,26.13607,82.564569
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Isur BO,228142,BO,Delivery,SULTANPUR,UTTAR PRADESH,26.20204,82.284127
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Kareban BO,228142,BO,Delivery,SULTANPUR,UTTAR PRADESH,26.13607,82.564569
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Parsara BO,228142,BO,Delivery,SULTANPUR,UTTAR PRADESH,26.20204,82.284127
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Sadipur BO,227813,BO,Delivery,Amethi,UTTAR PRADESH,26.374685,81.801939
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Bisara Pashchim BO,227807,BO,Delivery,Amethi,UTTAR PRADESH,26.374344,81.770499
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Dehli Mubarakpur BO,228159,BO,Delivery,SULTANPUR,UTTAR PRADESH,26.195513,82.016872
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Mangra BO,228159,BO,Delivery,Amethi,UTTAR PRADESH,26.112256,82.036627
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Miranpurr BO,228159,BO,Delivery,SULTANPUR,UTTAR PRADESH,29.292713,77.945309
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Kankupur BO,227816,BO,Delivery,Amethi,UTTAR PRADESH,26.47568,81.699368
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Kenaura BO,227816,BO,Delivery,SULTANPUR,UTTAR PRADESH,26.112255999999999,82.036626999999996
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Makhdoompur BO,227816,BO,Delivery,Amethi,UTTAR PRADESH,26.47568,81.699368
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Mardanpur BO,227811,BO,Delivery,Amethi,UTTAR PRADESH,26.554066,81.613098
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Teosi BO,227811,BO,Delivery,Amethi,UTTAR PRADESH,26.154054,81.814238
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Amari BO,228161,BO,Delivery,SULTANPUR,UTTAR PRADESH,26.264776,82.072706
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Deorajpur BO,228161,BO,Delivery,SULTANPUR,UTTAR PRADESH,24.67256,82.959566
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Magarsan Kala BO,228161,BO,Delivery,SULTANPUR,UTTAR PRADESH,25.968019,83.871157
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Meopur BO,228161,BO,Delivery,SULTANPUR,UTTAR PRADESH,25.968019,83.871157
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Narayanpur BO,228161,BO,Delivery,SULTANPUR,UTTAR PRADESH,26.226473,82.072718
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Rawania BO,228161,BO,Delivery,SULTANPUR,UTTAR PRADESH,25.968019,83.871157
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,Deoraha BO,227413,BO,Delivery,Amethi,UTTAR PRADESH,26.154054,81.814238
Uttar Pradesh Circle,Prayagraj Regional Office,Sultanpur Division,RUPAIPUR BO,228172,BO,Delivery,SULTANPUR,UTTAR PRADESH,26.193,82.638
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Utras BO,230405,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.5523,81.25465
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Bhikhapur Kanidih BO,230128,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.2654,81.3654
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Kushaha BO,230128,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.2548,81.257
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Mahrajganj BO,230128,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.2546,81.5469
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Ram Nagar BO,230128,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.264,81.647
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Radhauli BO,230202,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.25412,81.2548996
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Biharganj BO,230502,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.4548,81.05
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Gobari BO,230502,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.4548,81.3654
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Jagesharganj BO,230502,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.4548,81.3654
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Upadhyaypur BO,230502,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.4548,81.3654
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Amapur Berra BO,230301,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.54744,81.631256
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Padwa Nasirpur BO,230301,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.50851,81.2236
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Birapur BO,230302,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.69778,81.6477
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Garapur BO,230302,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.654857,81.654564
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Chakwarh BO,230129,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.24889,81.546584
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Malawan Chhajaipur BO,230129,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.454458,81.64544
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Bhatni BO,229410,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.988987,81.898778
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Jewai BO,229410,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.564,21.54
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Rajgarh BO,230131,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.84884,81.7777897
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Gaura Dand BO,230503,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.5241,81.564
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Sandwa Chandika BO,230503,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.54256,81.5652
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Shahbari BO,230503,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.4511,81.51252
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Katari BO,230401,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.222,81.111
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Surajgarh BO,230401,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.2546,81.3654
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Aindha BO,230204,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.4548,81.3654
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Bansiyara BO,230204,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.4548,81.3654
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Jamethi BO,230204,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.4548,81.3654
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Ajhara BO,230132,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.4548,81.3654
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Rampur Baoli BO,230132,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.4548,81.3654
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Sadar Bazar BO,230403,BO,Non Delivery,PRATAPGARH,UTTAR PRADESH,21.025,81.3654
Uttar Pradesh Circle,Varanasi Region,Ballia Division,Hanumanganj BO,277001,BO,Delivery,BALLIA,UTTAR PRADESH,25.8,84.14
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Baishpur BO,230402,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.2654,81.2547
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Gajariya BO,230134,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.2654,81.5469
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Dhandhar BO,230135,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.563214,81.563214
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Kukuwar BO,230135,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.732,81.7321
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Patkhauli BO,230135,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.4561,81.4561
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Sarai Mahesh BO,230135,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.6321,81.6321
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Patkhauli BO,276125,BO,Delivery,AZAMGARH,UTTAR PRADESH,12.16681,77.10656
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Binaika BO,230121,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.021,81.2025
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Chhatauna BO,230121,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.02031,81.32012
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Ramganj Bazar BO,230121,BO,Delivery,PRATAPGARH,UTTAR PRADESH,25.8973038,81.9452981
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Adharganj BO,230304,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.54151,81.541125
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Durgaganj BO,230304,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.64158,81.685258
Uttar Pradesh Circle,Kanpur Region,Fatehpur Division,Hariharganj BO,212601,BO,Non Delivery,FATEHPUR,UTTAR PRADESH,26.1473,80.59359
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Harakhpur Kotwa BO,230136,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.4548,81.3654
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Manapur BO,230138,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.4548,81.3654
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Ranki BO,230139,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.4548,81.3654
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Dhangarh BO,230141,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.2654,81.647
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Ishanpur BO,230142,BO,Delivery,PRATAPGARH,UTTAR PRADESH,21.2546,81.3654
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Dharde BO,232102,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.49391,83.377
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Pasahi BO,232102,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.31877,83.377
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Shivpur BO,232102,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.49391,83.377
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Jhumaria BO,232111,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.27646,83.033450000000002
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Bentairi BO,232103,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.31877,83.119
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Bhabhaura BO,232103,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.281,83.119
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Sikarganj BO,232103,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.281,83.119
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Pandi BO,232103,BO,Delivery,CHANDAULI,UTTAR PRADESH,27.298999999999999,83.091999999999999
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Barthara Kalan BO,232104,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.31,83.25
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Basila BO,232104,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.281,83.2577
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Jagdish Sarai BO,232104,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.281,83.2577
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Majhwarkhas BO,232104,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.281,83.2577
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Luthakalan BO,221104,BO,Delivery,VARANASI,UTTAR PRADESH,25.49391,83.01285
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Tiwaripur BO,221104,BO,Delivery,VARANASI,UTTAR PRADESH,25.49391,83.01285
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Bariyasanpur BO,221112,BO,Delivery,VARANASI,UTTAR PRADESH,25.49391,83.01285
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Shankerpur BO,221112,BO,Delivery,VARANASI,UTTAR PRADESH,25.49391,83.01285
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Amarpatti BO,221101,BO,Delivery,VARANASI,UTTAR PRADESH,25.49391,83.01285
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Chaubepurkhurd BO,221101,BO,Delivery,VARANASI,UTTAR PRADESH,25.49391,83.01285
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Hathiyarkalan BO,221101,BO,Delivery,VARANASI,UTTAR PRADESH,25.49391,83.01285
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Katari BO,221101,BO,Delivery,VARANASI,UTTAR PRADESH,25.49391,83.01285
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Rajapur BO,221101,BO,Delivery,VARANASI,UTTAR PRADESH,25.49391,83.01285
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Saraiya No1 BO,221101,BO,Delivery,VARANASI,UTTAR PRADESH,25.49391,83.01285
Uttar Pradesh Circle,Gorakhpur Region,Basti Division,Ajgara BO,272153,BO,Delivery,SIDDHARTH NAGAR,UTTAR PRADESH,27.175152,82.93146
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Kurahuwan BO,221011,BO,Delivery,VARANASI,UTTAR PRADESH,25.281,82.979
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Torwan BO,232105,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.49391,83.01285
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Kadirabad BO,232106,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.388,83.377
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,MAVAIKALA,232101,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.318384999999999,83.115322000000006
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Lerhaka BO,232111,BO,Delivery,CHANDAULI,UTTAR PRADESH,27.298999999999999,83.091999999999999
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Deori Kalan BO,232111,BO,Delivery,CHANDAULI,UTTAR PRADESH,27.298999999999999,83.091999999999999
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Aurwatand BO,232111,BO,Delivery,CHANDAULI,UTTAR PRADESH,27.298999999999999,83.091999999999999
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Janso Ki Marai BO,232120,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.281,83.119
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Karnaul BO,232118,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.281,83.119
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Adsand BO,232110,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.281,83.119
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Amara BO,232110,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.281,83.377
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Bhujana BO,232110,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.281,83.377
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Fesuda BO,232110,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.281,83.377
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Amilai BO,232109,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.388,83.2577
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Gurera BO,232109,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.31877,83.01285
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Papaura BO,232109,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.31877,83.01285
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Dighwat BO,232108,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.31877,83.01285
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Kamharia BO,232108,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.31877,83.01285
Uttar Pradesh Circle,Varanasi Region,Varanasi West Division,Akorha BO,221201,BO,Delivery,VARANASI,UTTAR PRADESH,25.45,82.73
Uttar Pradesh Circle,Varanasi Region,Varanasi West Division,Balua Gajapur BO,221201,BO,Delivery,VARANASI,UTTAR PRADESH,25.45,82.73
Uttar Pradesh Circle,Varanasi Region,Varanasi West Division,Pure Raghunathpur BO,221006,BO,Delivery,VARANASI,UTTAR PRADESH,25.44,82.84
Uttar Pradesh Circle,Varanasi Region,Varanasi West Division,Basani BO,221204,BO,Delivery,VARANASI,UTTAR PRADESH,25.42,82.81
Uttar Pradesh Circle,Varanasi Region,Varanasi West Division,Raya BO,221401,BO,Delivery,BHADOHI,UTTAR PRADESH,25.42,82.54
Uttar Pradesh Circle,Varanasi Region,Varanasi West Division,Amilaur BO,221303,BO,Delivery,BHADOHI,UTTAR PRADESH,25.26,82.42
Uttar Pradesh Circle,Varanasi Region,Varanasi West Division,Bairibisa BO,221303,BO,Delivery,BHADOHI,UTTAR PRADESH,25.27,82.36
Uttar Pradesh Circle,Varanasi Region,Varanasi West Division,Loharakhas BO,221303,BO,Delivery,BHADOHI,UTTAR PRADESH,25.28,82.46
Uttar Pradesh Circle,Varanasi Region,Varanasi West Division,Chakkisundas BO,221304,BO,Delivery,BHADOHI,UTTAR PRADESH,25.37,82.47
Uttar Pradesh Circle,Varanasi Region,Varanasi West Division,Birapatti BO,221105,BO,Delivery,VARANASI,UTTAR PRADESH,25.37,82.91
Uttar Pradesh Circle,Varanasi Region,Varanasi West Division,Hariharpur BO,221405,BO,Delivery,VARANASI,UTTAR PRADESH,25.35,82.82
Uttar Pradesh Circle,Varanasi Region,Varanasi West Division,Rameswar BO,221405,BO,Delivery,VARANASI,UTTAR PRADESH,25.35,82.82
Uttar Pradesh Circle,Varanasi Region,Varanasi West Division,Kandawa BO,221106,BO,Delivery,VARANASI,UTTAR PRADESH,25.3,82.95
Uttar Pradesh Circle,Varanasi Region,Varanasi West Division,Nayepur Chaumuhani BO,221207,BO,Delivery,VARANASI,UTTAR PRADESH,25.533179,82.737412
Uttar Pradesh Circle,Varanasi Region,Varanasi West Division,Tari BO,221207,BO,Delivery,VARANASI,UTTAR PRADESH,25.533179,82.737412
Uttar Pradesh Circle,Varanasi Region,Varanasi West Division,Thaney Rampur BO,221207,BO,Delivery,VARANASI,UTTAR PRADESH,25.533179,82.737412
