circlename,regionname,divisionname,officename,pincode,officetype,delivery,district,statename,latitude,longitude
Uttar Pradesh Circle,Lucknow  HQ Region,Lucknow Division,Kathwara B.O,226202,BO,Delivery,LUCKNOW,UTTAR PRADESH,27.018658,80.848158
Uttar Pradesh Circle,Lucknow  HQ Region,Lucknow Division,Raitha BO,226202,BO,Delivery,LUCKNOW,UTTAR PRADESH,26.991295,80.923406
Uttar Pradesh Circle,Lucknow  HQ Region,Lucknow Division,HASNAPUR BO,226501,BO,Delivery,LUCKNOW,UTTAR PRADESH,26.810756,80.91232
Uttar Pradesh Circle,Lucknow  HQ Region,Lucknow Division,Akariakalan BO,226203,BO,Delivery,LUCKNOW,UTTAR PRADESH,27.083913,80.897538
Uttar Pradesh Circle,Lucknow  HQ Region,Lucknow Division,Indara BO,226203,BO,Delivery,LUCKNOW,UTTAR PRADESH,27.080822,80.895884
Uttar Pradesh Circle,Lucknow  HQ Region,Lucknow Division,Kumharawan BO,226203,BO,Delivery,LUCKNOW,UTTAR PRADESH,26.8447,80.945626
Uttar Pradesh Circle,Lucknow  HQ Region,Lucknow Division,Mahigawan BO,226203,BO,Delivery,LUCKNOW,UTTAR PRADESH,27.080822,80.895884
Uttar Pradesh Circle,Lucknow  HQ Region,Lucknow Division,Barawan Kalan BO,226101,BO,Delivery,LUCKNOW,UTTAR PRADESH,26.9045417,80.8616586
Uttar Pradesh Circle,Lucknow  HQ Region,Lucknow Division,Kakrabad BO,226102,BO,Delivery,LUCKNOW,UTTAR PRADESH,26.916818,80.7075809
Uttar Pradesh Circle,Lucknow  HQ Region,Lucknow Division,Bazargaon BO,226104,BO,Delivery,LUCKNOW,UTTAR PRADESH,26.870026,80.996509
Uttar Pradesh Circle,Lucknow  HQ Region,Lucknow Division,Salehnagar BO,226104,BO,Delivery,LUCKNOW,UTTAR PRADESH,26.8447,80.945626
Uttar Pradesh Circle,Lucknow  HQ Region,Lucknow Division,Beerpur BO,226104,BO,Delivery,LUCKNOW,UTTAR PRADESH,26.851728,80.940313
Uttar Pradesh Circle,Lucknow  HQ Region,Lucknow Division,Bhadeswa BO,226301,BO,Delivery,LUCKNOW,UTTAR PRADESH,26.181187,80.75262
Uttar Pradesh Circle,Lucknow  HQ Region,Lucknow Division,Bhilampur BO,226301,BO,Delivery,LUCKNOW,UTTAR PRADESH,26.689522,80.984345
Uttar Pradesh Circle,Lucknow  HQ Region,Lucknow Division,Mastipur BO,226302,BO,Delivery,LUCKNOW,UTTAR PRADESH,27.777229,81.169437
Uttar Pradesh Circle,Lucknow  HQ Region,Lucknow Division,Mawai Padiyana BO,226008,BO,Delivery,LUCKNOW,UTTAR PRADESH,26.760759,80.786096
Uttar Pradesh Circle,Lucknow  HQ Region,Lucknow Division,Arjunganj BO,226002,BO,Delivery,LUCKNOW,UTTAR PRADESH,26.784166,81.042288
Uttar Pradesh Circle,Lucknow  HQ Region,Lucknow Division,Bhadrukh BO,226002,BO,Non Delivery,LUCKNOW,UTTAR PRADESH,26.8447,80.945626
Uttar Pradesh Circle,Lucknow  HQ Region,Lucknow Division,Batha Sabauli BO,226021,BO,Non Delivery,LUCKNOW,UTTAR PRADESH,26.906258,80.948475
Uttar Pradesh Circle,Lucknow  HQ Region,Lucknow Division,Gudamba BO,226026,BO,Delivery,LUCKNOW,UTTAR PRADESH,26.930237,80.982794
Uttar Pradesh Circle,Lucknow  HQ Region,Lucknow Division,Rajauli BO,226026,BO,Delivery,LUCKNOW,UTTAR PRADESH,24.642539,85.499962
Uttar Pradesh Circle,Lucknow  HQ Region,Rae Bareilly Division,Lalganj Bazar BO,229206,BO,Delivery,RAE BARELI,UTTAR PRADESH,26.16,80.97
Uttar Pradesh Circle,Lucknow  HQ Region,Rae Bareilly Division,Lalumau BO,229206,BO,Delivery,RAE BARELI,UTTAR PRADESH,26.1,80.92
Uttar Pradesh Circle,Lucknow  HQ Region,Rae Bareilly Division,Hasnapur BO,229121,BO,Delivery,RAE BARELI,UTTAR PRADESH,22.45,79.03
Uttar Pradesh Circle,Lucknow  HQ Region,Rae Bareilly Division,Madhukarpur BO,229121,BO,Delivery,RAE BARELI,UTTAR PRADESH,26.21,81.05
Uttar Pradesh Circle,Lucknow  HQ Region,Rae Bareilly Division,Hasnapur BO,229201,BO,Delivery,RAE BARELI,UTTAR PRADESH,26.315,81.244
Uttar Pradesh Circle,Lucknow  HQ Region,Rae Bareilly Division,Bithooli BO,229202,BO,Delivery,RAE BARELI,UTTAR PRADESH,26.91,78.51
Uttar Pradesh Circle,Lucknow  HQ Region,Rae Bareilly Division,Daulatpur BO,229202,BO,Delivery,RAE BARELI,UTTAR PRADESH,26.133,80.72
Uttar Pradesh Circle,Lucknow  HQ Region,Rae Bareilly Division,Beni Madhiganj BO,229216,BO,Delivery,RAE BARELI,UTTAR PRADESH,26.08,80.86
Uttar Pradesh Circle,Lucknow  HQ Region,Rae Bareilly Division,Belahni BO,229203,BO,Delivery,RAE BARELI,UTTAR PRADESH,26.1,80.1
Uttar Pradesh Circle,Lucknow  HQ Region,Rae Bareilly Division,Pure Bharo Mishir BO,229203,BO,Delivery,RAE BARELI,UTTAR PRADESH,22.75,79.05
Uttar Pradesh Circle,Lucknow  HQ Region,Rae Bareilly Division,Banapar BO,229204,BO,Delivery,RAE BARELI,UTTAR PRADESH,26.05,81.21
Uttar Pradesh Circle,Lucknow  HQ Region,Rae Bareilly Division,Bharsana BO,229204,BO,Delivery,RAE BARELI,UTTAR PRADESH,27.64,77.37
Uttar Pradesh Circle,Lucknow  HQ Region,Rae Bareilly Division,Jharaha BO,229204,BO,Delivery,RAE BARELI,UTTAR PRADESH,22.02,79.2
Uttar Pradesh Circle,Lucknow  HQ Region,Rae Bareilly Division,Murethi BO,229204,BO,Delivery,RAE BARELI,UTTAR PRADESH,24.2,79.05
Uttar Pradesh Circle,Lucknow  HQ Region,Rae Bareilly Division,Bardar BO,229122,BO,Delivery,RAE BARELI,UTTAR PRADESH,20.3,76.55
Uttar Pradesh Circle,Lucknow  HQ Region,Rae Bareilly Division,Mishir Khera BO,229122,BO,Delivery,RAE BARELI,UTTAR PRADESH,26.0025833,79.05
Uttar Pradesh Circle,Lucknow  HQ Region,Rae Bareilly Division,Sataon BO,229122,BO,Delivery,RAE BARELI,UTTAR PRADESH,24.2,79.05
Uttar Pradesh Circle,Lucknow  HQ Region,Rae Bareilly Division,Seni BO,229122,BO,Delivery,RAE BARELI,UTTAR PRADESH,40.73,73.7
Uttar Pradesh Circle,Lucknow  HQ Region,Rae Bareilly Division,Bela Ghusisi BO,229125,BO,Delivery,RAE BARELI,UTTAR PRADESH,26.12,81.2
Uttar Pradesh Circle,Lucknow  HQ Region,Rae Bareilly Division,Darigapur BO,229125,BO,Delivery,RAE BARELI,UTTAR PRADESH,26.09,81.13
Uttar Pradesh Circle,Lucknow  HQ Region,Rae Bareilly Division,Terukha BO,229125,BO,Delivery,RAE BARELI,UTTAR PRADESH,26.14,81.1
Uttar Pradesh Circle,Lucknow  HQ Region,Rae Bareilly Division,Bishundaspur BO,229207,BO,Delivery,RAE BARELI,UTTAR PRADESH,27.31,80.87
Uttar Pradesh Circle,Lucknow  HQ Region,Rae Bareilly Division,Karkasa BO,229207,BO,Delivery,RAE BARELI,UTTAR PRADESH,26.16,80.97
Uttar Pradesh Circle,Lucknow  HQ Region,Rae Bareilly Division,Narsawan BO,229207,BO,Delivery,RAE BARELI,UTTAR PRADESH,33.67,139.72
Uttar Pradesh Circle,Lucknow  HQ Region,Rae Bareilly Division,Pakhrauli BO,229207,BO,Delivery,RAE BARELI,UTTAR PRADESH,26.21,82.11
Uttar Pradesh Circle,Lucknow  HQ Region,Rae Bareilly Division,Drigpal Ganj BO,229210,BO,Delivery,RAE BARELI,UTTAR PRADESH,26.3268,80.9373
Uttar Pradesh Circle,Lucknow  HQ Region,Rae Bareilly Division,Tejgaon BO,229215,BO,Delivery,RAE BARELI,UTTAR PRADESH,23.75,90.39
Uttar Pradesh Circle,Lucknow  HQ Region,Rae Bareilly Division,Deopur BO,229212,BO,Delivery,RAE BARELI,UTTAR PRADESH,20.917256,74.781752
Uttar Pradesh Circle,Lucknow  HQ Region,Rae Bareilly Division,Murarmau BO,229212,BO,Delivery,RAE BARELI,UTTAR PRADESH,26.164146,80.794865
Uttar Pradesh Circle,Lucknow  HQ Region,Rae Bareilly Division,Satwa Khera BO,229212,BO,Delivery,RAE BARELI,UTTAR PRADESH,26.34627,81.491055
Uttar Pradesh Circle,Bareilly Region,Shahjahanpur Division,Barua BO,242221,BO,Delivery,SHAHJAHANPUR,UTTAR PRADESH,27.8837,79.9122
Uttar Pradesh Circle,Bareilly Region,Shahjahanpur Division,Bhaunti BO,242221,BO,Delivery,SHAHJAHANPUR,UTTAR PRADESH,27.8837,79.9122
Uttar Pradesh Circle,Bareilly Region,Shahjahanpur Division,Ch Sahabganj BO,242221,BO,Delivery,SHAHJAHANPUR,UTTAR PRADESH,27.8837,79.9122
Uttar Pradesh Circle,Bareilly Region,Shahjahanpur Division,Dhiaria BO,242221,BO,Delivery,SHAHJAHANPUR,UTTAR PRADESH,27.8837,79.9122
Uttar Pradesh Circle,Bareilly Region,Shahjahanpur Division,Gunara BO,242221,BO,Delivery,SHAHJAHANPUR,UTTAR PRADESH,27.8837,79.9122
Uttar Pradesh Circle,Bareilly Region,Shahjahanpur Division,Khadhar BO,242221,BO,Delivery,SHAHJAHANPUR,UTTAR PRADESH,27.8837,79.9122
Uttar Pradesh Circle,Bareilly Region,Shahjahanpur Division,Pehna BO,242221,BO,Delivery,SHAHJAHANPUR,UTTAR PRADESH,27.8837,79.9122
Uttar Pradesh Circle,Bareilly Region,Shahjahanpur Division,Sulamanpurpatti BO,242221,BO,Delivery,SHAHJAHANPUR,UTTAR PRADESH,27.8837,79.9122
Uttar Pradesh Circle,Bareilly Region,Bareilly Division,Sultanpur BO,262123,BO,Delivery,PILIBHIT,UTTAR PRADESH,27.883700000000001,79.912199999999999
Uttar Pradesh Circle,Bareilly Region,Shahjahanpur Division,Barenda BO,242223,BO,Delivery,SHAHJAHANPUR,UTTAR PRADESH,27.8837,79.9122
Uttar Pradesh Circle,Bareilly Region,Shahjahanpur Division,Bhainsi BO,242223,BO,Delivery,SHAHJAHANPUR,UTTAR PRADESH,27.8837,79.9122
Uttar Pradesh Circle,Bareilly Region,Shahjahanpur Division,Dilawarpur BO,242223,BO,Delivery,SHAHJAHANPUR,UTTAR PRADESH,27.8837,79.9122
Uttar Pradesh Circle,Bareilly Region,Shahjahanpur Division,Lakhnaur BO,242223,BO,Delivery,SHAHJAHANPUR,UTTAR PRADESH,27.8837,79.9122
Uttar Pradesh Circle,Bareilly Region,Shahjahanpur Division,Sarjupur BO,242303,BO,Delivery,SHAHJAHANPUR,UTTAR PRADESH,27.8837,79.9122
Uttar Pradesh Circle,Bareilly Region,Shahjahanpur Division,Akbaria BO,242305,BO,Delivery,SHAHJAHANPUR,UTTAR PRADESH,27.8837,79.9122
Uttar Pradesh Circle,Bareilly Region,Shahjahanpur Division,Kheramajhkhera BO,242305,BO,Delivery,SHAHJAHANPUR,UTTAR PRADESH,27.8837,79.9122
Uttar Pradesh Circle,Bareilly Region,Shahjahanpur Division,Malika BO,242405,BO,Delivery,SHAHJAHANPUR,UTTAR PRADESH,27.8837,79.9122
Uttar Pradesh Circle,Bareilly Region,Shahjahanpur Division,Muradpur BO,242405,BO,Delivery,SHAHJAHANPUR,UTTAR PRADESH,27.8837,79.9122
Uttar Pradesh Circle,Bareilly Region,Shahjahanpur Division,Raikhera BO,242226,BO,Delivery,SHAHJAHANPUR,UTTAR PRADESH,27.8837,79.9122
Uttar Pradesh Circle,Bareilly Region,Shahjahanpur Division,Kotakhas BO,242301,BO,Delivery,SHAHJAHANPUR,UTTAR PRADESH,27.8837,79.9122
Uttar Pradesh Circle,Bareilly Region,Shahjahanpur Division,Nawadrudrapur BO,242301,BO,Delivery,SHAHJAHANPUR,UTTAR PRADESH,27.8837,79.9122
Uttar Pradesh Circle,Bareilly Region,Shahjahanpur Division,Ukhlinawada BO,242301,BO,Delivery,SHAHJAHANPUR,UTTAR PRADESH,27.8837,79.9122
Uttar Pradesh Circle,Bareilly Region,Shahjahanpur Division,Chandeura BO,242407,BO,Delivery,SHAHJAHANPUR,UTTAR PRADESH,27.8837,79.9122
Uttar Pradesh Circle,Bareilly Region,Shahjahanpur Division,Talgaon BO,242407,BO,Delivery,SHAHJAHANPUR,UTTAR PRADESH,27.8837,79.9122
Uttar Pradesh Circle,Bareilly Region,Shahjahanpur Division,Anawa BO,242401,BO,Delivery,SHAHJAHANPUR,UTTAR PRADESH,27.8837,79.9122
Uttar Pradesh Circle,Bareilly Region,Shahjahanpur Division,Jujharpur BO,242401,BO,Delivery,SHAHJAHANPUR,UTTAR PRADESH,27.8837,79.9122
Uttar Pradesh Circle,Bareilly Region,Shahjahanpur Division,Bamhora BO,242127,BO,Delivery,SHAHJAHANPUR,UTTAR PRADESH,27.8837,79.9122
Uttar Pradesh Circle,Bareilly Region,Shahjahanpur Division,Bikrampur BO,242127,BO,Delivery,SHAHJAHANPUR,UTTAR PRADESH,27.8837,79.9122
Uttar Pradesh Circle,Bareilly Region,Shahjahanpur Division,Pach Deoria BO,242127,BO,Delivery,SHAHJAHANPUR,UTTAR PRADESH,27.8837,79.9122
Uttar Pradesh Circle,Bareilly Region,Shahjahanpur Division,Kursanda BO,242306,BO,Delivery,SHAHJAHANPUR,UTTAR PRADESH,27.8837,79.9122
Uttar Pradesh Circle,Bareilly Region,Shahjahanpur Division,Siswa BO,242306,BO,Delivery,SHAHJAHANPUR,UTTAR PRADESH,27.8837,79.9122
Uttar Pradesh Circle,Bareilly Region,Shahjahanpur Division,Badshahnagar BO,242406,BO,Delivery,SHAHJAHANPUR,UTTAR PRADESH,27.8837,79.9122
Uttar Pradesh Circle,Bareilly Region,Shahjahanpur Division,SeramauSouth BO,242406,BO,Delivery,SHAHJAHANPUR,UTTAR PRADESH,27.8837,79.9122
Uttar Pradesh Circle,Bareilly Region,Shahjahanpur Division,Banthara BO,242307,BO,Delivery,SHAHJAHANPUR,UTTAR PRADESH,NA,NA
Uttar Pradesh Circle,Bareilly Region,Shahjahanpur Division,Dabhora BO,242307,BO,Delivery,SHAHJAHANPUR,UTTAR PRADESH,NA,NA
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Basgit BO,276128,BO,Delivery,AZAMGARH,UTTAR PRADESH,12.16681,77.10656
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Kushmahara BO,223221,BO,Delivery,AZAMGARH,UTTAR PRADESH,26.18,82.91
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Sarain BO,223221,BO,Delivery,AZAMGARH,UTTAR PRADESH,26.18,82.91
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Dighwania Majhuwa BO,276124,BO,Delivery,AZAMGARH,UTTAR PRADESH,32.3215,89.1345
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Lilapatti Bankatia BO,276124,BO,Delivery,AZAMGARH,UTTAR PRADESH,29.6527,75.1521
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Khanjahan Pur BO,223222,BO,Delivery,AZAMGARH,UTTAR PRADESH,26.07,83.18
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Malgaon BO,223222,BO,Delivery,AZAMGARH,UTTAR PRADESH,26.07,83.18
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Bansgaon BO,223223,BO,Delivery,AZAMGARH,UTTAR PRADESH,10.2,10.3
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Pakar Deeha BO,223223,BO,Delivery,AZAMGARH,UTTAR PRADESH,10.2,10.3
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Ajampur BO,276125,BO,Delivery,AZAMGARH,UTTAR PRADESH,12.16681,77.10656
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Kote BO,276125,BO,Delivery,AZAMGARH,UTTAR PRADESH,12.16681,77.10656
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Maukutubpur BO,276127,BO,Delivery,AZAMGARH,UTTAR PRADESH,24.3652,98.1254
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Bhimbar BO,276121,BO,Delivery,AZAMGARH,UTTAR PRADESH,22.1,10.22
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Chhihi BO,276121,BO,Delivery,AZAMGARH,UTTAR PRADESH,25.32,10.25
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Shekhupur BO,276121,BO,Delivery,AZAMGARH,UTTAR PRADESH,20.1,10.2
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Jamal Pur BO,276128,BO,Delivery,AZAMGARH,UTTAR PRADESH,12.16681,77.10656
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Kanjahit BO,276201,BO,Delivery,AZAMGARH,UTTAR PRADESH,12.16681,30.2
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Sri Kant Pur BO,276201,BO,Delivery,AZAMGARH,UTTAR PRADESH,12.16681,77.10656
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Kaura Gahani BO,223224,BO,Delivery,AZAMGARH,UTTAR PRADESH,25.99,82.76
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Belaon BO,276302,BO,Delivery,AZAMGARH,UTTAR PRADESH,12.16681,77.10656
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Bhujahi BO,276131,BO,Delivery,AZAMGARH,UTTAR PRADESH,30.1,20.1
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Karisath BO,276131,BO,Delivery,AZAMGARH,UTTAR PRADESH,30.1,20.1
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Lapsipur BO,276131,BO,Delivery,AZAMGARH,UTTAR PRADESH,30.1,20.1
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Mahuyamurarpur BO,276131,BO,Delivery,AZAMGARH,UTTAR PRADESH,30.1,20.1
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Gauri Narayanpur BO,276135,BO,Delivery,AZAMGARH,UTTAR PRADESH,12.16681,77.10656
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Keshav Pur BO,276142,BO,Delivery,AZAMGARH,UTTAR PRADESH,10.2,77.10656
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Bithuwa BO,276202,BO,Delivery,AZAMGARH,UTTAR PRADESH,12.16681,30.2
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Katauli Kala BO,276202,BO,Delivery,AZAMGARH,UTTAR PRADESH,12.16681,77.10656
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Khaniara BO,276202,BO,Delivery,AZAMGARH,UTTAR PRADESH,12.16681,30.2
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Salempur BO,276202,BO,Delivery,AZAMGARH,UTTAR PRADESH,12.16681,30.2
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Garerua BO,276136,BO,Delivery,AZAMGARH,UTTAR PRADESH,18.6954,63.142
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Luchui BO,276136,BO,Delivery,AZAMGARH,UTTAR PRADESH,29.2541,69.1258
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Diriapur Newada BO,276203,BO,Delivery,AZAMGARH,UTTAR PRADESH,30.4,50.1
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Kubakhas BO,276203,BO,Delivery,AZAMGARH,UTTAR PRADESH,12.16681,77.10656
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Benupur BO,276204,BO,Delivery,AZAMGARH,UTTAR PRADESH,12.16681,77.10656
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Karauti BO,276204,BO,Delivery,AZAMGARH,UTTAR PRADESH,12.16681,30.2
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Balaipur BO,276143,BO,Delivery,AZAMGARH,UTTAR PRADESH,25.95,83.23
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Khandaura BO,276143,BO,Delivery,AZAMGARH,UTTAR PRADESH,25.95,83.23
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Jamalpur BO,276205,BO,Delivery,AZAMGARH,UTTAR PRADESH,12.16681,77.10656
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Palhana BO,276202,BO,Delivery,AZAMGARH,UTTAR PRADESH,12.16681,77.10656
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Pahi BO,276404,BO,Delivery,AZAMGARH,UTTAR PRADESH,30.1,20.1
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Shiwali BO,276206,BO,Delivery,AZAMGARH,UTTAR PRADESH,26.09,83
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Bhani Pur BO,276288,BO,Delivery,AZAMGARH,UTTAR PRADESH,26.06,83.06
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Buxpur Mejawa BO,276304,BO,Delivery,AZAMGARH,UTTAR PRADESH,26.07,82.87
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Durbasa BO,276304,BO,Delivery,AZAMGARH,UTTAR PRADESH,26.07,82.87
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Jagdishpur BO,276304,BO,Delivery,AZAMGARH,UTTAR PRADESH,26.07,82.87
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Khurasan BO,276304,BO,Delivery,AZAMGARH,UTTAR PRADESH,26.07,82.87
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Sikaraur Sahabari BO,223226,BO,Delivery,AZAMGARH,UTTAR PRADESH,26.07,82.57
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Kotila BO,276207,BO,Delivery,AZAMGARH,UTTAR PRADESH,12.16681,77.10656
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Ajaji Dewara Karkhia BO,276122,BO,Delivery,AZAMGARH,UTTAR PRADESH,20.1,10.2
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Baijabari BO,276122,BO,Delivery,AZAMGARH,UTTAR PRADESH,20.1,10.2
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Dewara Khas Raja BO,276122,BO,Delivery,AZAMGARH,UTTAR PRADESH,21.11,11.21
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Maltari BO,276138,BO,Delivery,AZAMGARH,UTTAR PRADESH,32.265,87.125
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Firuddin Pur BO,223227,BO,Delivery,AZAMGARH,UTTAR PRADESH,26.39,82.65
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Babu Ki Basti BO,276305,BO,Delivery,AZAMGARH,UTTAR PRADESH,26.04,83.05
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Nandaon BO,276305,BO,Delivery,AZAMGARH,UTTAR PRADESH,26.04,83.05
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Shivpur BO,276137,BO,Delivery,AZAMGARH,UTTAR PRADESH,12.16681,77.10656
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Ashona BO,276406,BO,Delivery,AZAMGARH,UTTAR PRADESH,30.1,20.1
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Bharathipur BO,276123,BO,Delivery,AZAMGARH,UTTAR PRADESH,12.16681,77.10656
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Bhawarpur BO,276123,BO,Delivery,AZAMGARH,UTTAR PRADESH,12.16681,77.10656
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Kamahariya BO,276123,BO,Delivery,AZAMGARH,UTTAR PRADESH,12.16681,77.10656
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Tandawa BO,276123,BO,Delivery,AZAMGARH,UTTAR PRADESH,12.16681,77.10656
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Nurvey BO,276303,BO,Delivery,AZAMGARH,UTTAR PRADESH,26.08,80.09
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Ora BO,276208,BO,Delivery,AZAMGARH,UTTAR PRADESH,20.06,75.09
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Kahinaur BO,275101,BO,Delivery,MAU,UTTAR PRADESH,25.94,83.55
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Jigar Sandi BO,276129,BO,Delivery,MAU,UTTAR PRADESH,30.1,20.1
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Kajha BO,276129,BO,Delivery,MAU,UTTAR PRADESH,30.1,20.1
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Rasepur BO,276129,BO,Delivery,MAU,UTTAR PRADESH,30.1,20.1
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Sarauda BO,276129,BO,Delivery,MAU,UTTAR PRADESH,30.1,20.1
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Mohammadabad Sipah BO,275303,BO,Delivery,MAU,UTTAR PRADESH,12.25,10.2
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Nai Bazar BO,275303,BO,Delivery,MAU,UTTAR PRADESH,21.11,10.22
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Pakari Bujurg BO,275304,BO,Delivery,MAU,UTTAR PRADESH,26.11,83.54
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Pardaha BO,221705,BO,Delivery,MAU,UTTAR PRADESH,25.96,83.69
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Inderpur Bhalya BO,221705,BO,Delivery,MAU,UTTAR PRADESH,25.96,83.69
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Gokulpura BO,276402,BO,Delivery,MAU,UTTAR PRADESH,30.1,20.1
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Padari BO,276402,BO,Delivery,MAU,UTTAR PRADESH,30.1,20.1
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Mirpur Rahimabad BO,275306,BO,Delivery,MAU,UTTAR PRADESH,30.1,20.1
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Ali Nagar BO,275102,BO,Delivery,MAU,UTTAR PRADESH,12.16681,77.10656
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Hathini BO,275102,BO,Delivery,MAU,UTTAR PRADESH,25.98,83.62
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Kasara BO,275102,BO,Delivery,MAU,UTTAR PRADESH,25.98,83.63
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Kurthi Zafar Pur BO,275305,BO,Delivery,MAU,UTTAR PRADESH,25.86,83.52
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Saharoj BO,275305,BO,Delivery,MAU,UTTAR PRADESH,25.86,83.52
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Badua Godam BO,275305,BO,Delivery,MAU,UTTAR PRADESH,25.86,83.52
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Khiriya BO,275103,BO,Delivery,MAU,UTTAR PRADESH,25.94,83.55
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Baundih BO,221603,BO,Delivery,MAU,UTTAR PRADESH,26.12,83.14
